Player_Name,Age,Nationality,Position,Current_Club,League,Season,Appearances,Goals,Market_Value_Million_EUR,Transfer_Fee_Million_EUR,Shots_Per_Game,Dribbles_Per_Game,Key_Passes_Per_Game,Tackles_Per_Game,Interceptions_Per_Game,Clearances_Per_Game,Pass_Accuracy_Percentage,Saves_Per_Game,Clean_Sheets,Save_Percentage
Alexander Thompson,34.0,Italy,GK,Chelsea,,2012/2013,33.0,12.0,12.7,58.5,,0.2,0.2,0.0,0.1,1.2,68.7,,6.3,73.0
David Davis,17.0,Italy,DF,Juventus,,2018/2019,21.0,14.0,40.2,67.6,0.6,0.4,0.7,3.1,2.3,6.2,,0.1,13.2,8.6
Joseph Wheeler,27.0,Portugal,DF,Juventus,Ligue 1,2019/2020,2.0,23.0,60.5,30.6,0.5,0.8,,4.7,3.9,6.9,82.2,,4.7,
Paul Arnold,19.0,Argentina,GK,Bayern Munich,Bundesliga,2018/2019,17.0,26.0,47.6,104.2,0.1,0.0,0.4,0.2,0.1,1.9,,,10.8,
Jason Holder,35.0,Netherlands,,Chelsea,Ligue 1,2014/2015,18.0,24.0,97.3,20.2,0.8,,,4.5,2.7,4.0,77.7,0.1,,3.8
Keith Turner,24.0,Belgium,MF,Liverpool,Ligue 1,2016/2017,29.0,,56.4,5.9,1.6,1.4,2.6,3.0,1.6,2.1,84.8,0.1,4.0,2.0
,19.0,France,DF,Bayern Munich,Ligue 1,2010/2011,34.0,26.0,26.3,108.4,0.1,1.5,0.7,3.6,,6.9,84.4,0.1,9.6,7.1
,22.0,Argentina,DF,,Serie A,2024/2025,47.0,,86.7,46.9,0.8,1.5,0.3,4.8,4.2,3.0,85.9,0.2,8.9,5.9
Steven Armstrong,30.0,Netherlands,GK,Chelsea,La Liga,2012/2013,12.0,26.0,56.1,80.9,0.1,0.2,0.4,0.2,0.1,1.2,76.9,2.9,17.6,79.0
Mark Stanley,36.0,Portugal,MF,,,2017/2018,,20.0,18.0,142.2,1.9,2.0,3.1,2.6,2.4,2.2,83.2,0.2,1.1,2.5
Lisa Everett,36.0,England,FW,,Ligue 1,2021/2022,33.0,17.0,97.3,40.6,2.8,,,0.8,,1.0,79.9,0.0,2.6,1.6
Julie Smith,22.0,Netherlands,MF,Juventus,,2011/2012,49.0,21.0,,93.4,1.3,2.6,3.1,1.9,2.0,2.9,89.4,0.1,2.0,3.7
Troy Montgomery,18.0,France,GK,Barcelona,Bundesliga,2024/2025,17.0,14.0,38.8,61.5,0.2,0.2,0.1,0.0,0.1,1.5,72.2,3.9,15.2,78.9
Alison Dixon,18.0,Netherlands,FW,Manchester United,La Liga,2019/2020,48.0,15.0,46.8,88.7,4.5,3.7,1.3,0.6,1.0,1.2,77.2,0.1,4.9,2.7
Dawn Cook,27.0,Italy,GK,Chelsea,Bundesliga,2011/2012,,29.0,33.8,135.6,0.0,0.3,0.4,0.1,0.1,0.7,68.1,2.9,12.5,72.7
Bryan Hernandez,17.0,Portugal,GK,Arsenal,Ligue 1,2011/2012,33.0,17.0,119.2,33.9,0.2,0.0,0.3,0.2,,1.4,73.0,3.7,11.1,80.9
Deanna Lewis,27.0,France,FW,PSG,Serie A,2015/2016,2.0,3.0,30.0,13.5,4.0,2.0,2.0,1.2,0.6,0.7,80.2,0.0,,0.1
Tara Sims,17.0,Portugal,DF,Inter Milan,Serie A,2020/2021,1.0,14.0,26.0,93.7,1.0,0.7,0.9,3.4,2.7,6.1,83.6,0.3,14.5,8.0
,35.0,France,GK,Manchester United,Premier League,2024/2025,31.0,25.0,63.9,109.3,0.2,0.3,0.3,0.0,,0.6,,4.9,14.1,72.7
Danny Price MD,18.0,Portugal,GK,Inter Milan,Bundesliga,2013/2014,1.0,21.0,79.9,2.3,0.1,0.1,0.3,0.2,0.1,,72.7,3.7,16.9,74.6
Greg Carpenter,18.0,Argentina,DF,,Premier League,2017/2018,39.0,28.0,66.4,23.5,0.3,0.5,0.4,3.8,2.8,4.8,84.9,,14.0,7.7
David Clarke,22.0,France,MF,Juventus,Ligue 1,2015/2016,16.0,29.0,71.7,124.1,2.5,,2.1,2.1,2.3,2.0,,0.2,7.3,0.2
Marie Hill,28.0,Belgium,MF,Arsenal,Bundesliga,2020/2021,41.0,21.0,16.2,56.3,0.5,2.8,2.8,2.5,2.3,2.3,85.4,0.0,1.9,0.9
Samantha Sharp,,France,MF,Liverpool,Ligue 1,2014/2015,5.0,21.0,22.7,144.2,1.6,1.8,2.8,2.7,,1.2,84.9,0.2,9.0,4.0
Trevor Shannon,26.0,,DF,Inter Milan,Ligue 1,2023/2024,8.0,8.0,20.7,115.3,0.4,,0.3,3.8,3.5,4.8,84.6,0.3,4.2,5.3
David Reynolds,,France,DF,Liverpool,La Liga,2011/2012,12.0,2.0,86.7,145.9,0.5,1.1,0.3,4.5,3.0,3.4,76.2,0.3,6.2,6.1
,30.0,France,DF,Manchester United,Bundesliga,2011/2012,32.0,4.0,3.7,79.5,0.8,0.5,0.3,2.7,2.5,3.5,77.0,0.1,11.6,8.1
Jack Fuller,34.0,,FW,Arsenal,Ligue 1,,31.0,9.0,,127.3,,3.6,1.6,1.1,0.2,0.4,77.7,0.0,4.3,1.4
Tyler Kline,23.0,Argentina,FW,Juventus,La Liga,,36.0,7.0,19.7,115.0,,1.5,2.3,0.9,0.8,1.1,81.1,0.1,0.5,2.3
Joshua Lee,,Brazil,,,Premier League,2015/2016,3.0,1.0,94.4,125.2,0.0,0.1,0.4,0.3,0.2,1.0,75.8,5.7,17.6,74.3
Tiffany Bender,21.0,Germany,GK,Arsenal,La Liga,,26.0,10.0,104.1,11.1,0.0,0.0,0.1,0.3,0.2,2.0,61.3,3.5,,87.4
Charles Rogers,20.0,Belgium,DF,Chelsea,Ligue 1,2017/2018,19.0,4.0,87.1,129.7,0.5,0.3,0.9,,3.0,3.2,87.8,0.3,12.4,1.1
Gary Bond,,Brazil,FW,Juventus,Bundesliga,2010/2011,8.0,13.0,,42.0,2.0,3.8,2.0,1.1,0.4,0.3,71.9,0.1,4.9,0.3
Derek Robinson,35.0,Belgium,GK,Real Madrid,La Liga,2011/2012,44.0,7.0,119.1,91.7,0.1,0.1,0.2,0.2,0.1,1.5,65.6,3.4,12.1,72.3
Gregory Lin,17.0,France,MF,,La Liga,2014/2015,35.0,22.0,52.9,149.5,1.3,2.2,3.0,1.8,,,80.3,0.1,,1.3
Gary Henderson,26.0,Netherlands,FW,Bayern Munich,Premier League,2015/2016,16.0,2.0,,87.4,3.0,3.4,1.1,0.9,0.9,0.9,78.2,0.1,,0.2
Felicia Chavez,22.0,France,GK,Bayern Munich,Bundesliga,2010/2011,38.0,29.0,36.6,81.5,0.2,0.3,0.4,0.2,0.2,1.3,76.4,5.4,18.6,
Chad Brady,34.0,France,FW,PSG,La Liga,2013/2014,2.0,,43.1,73.8,3.0,,1.6,1.2,,0.9,83.4,0.0,3.7,1.1
Shelby Davis,19.0,England,,Manchester United,Bundesliga,2022/2023,29.0,2.0,17.1,132.6,2.1,2.7,3.5,2.8,2.2,2.5,86.2,0.2,6.5,3.5
Kathryn Chang,35.0,Argentina,MF,Inter Milan,Premier League,2018/2019,15.0,8.0,69.4,76.5,2.4,1.6,1.5,3.3,2.2,1.2,,0.0,9.3,0.5
James Hall,18.0,Argentina,MF,Inter Milan,Ligue 1,2024/2025,9.0,8.0,36.3,103.8,1.8,2.8,2.4,1.8,2.5,1.4,83.3,0.1,1.3,2.2
Jimmy Harris,19.0,Portugal,,Inter Milan,,2018/2019,17.0,20.0,,12.7,0.8,0.9,0.7,4.9,2.0,4.5,85.3,,3.8,
Kevin Hunt,34.0,,GK,,Serie A,2018/2019,26.0,14.0,79.4,38.0,0.1,0.2,0.3,0.2,0.2,1.1,,5.9,,80.8
Jennifer Johnson,34.0,Italy,MF,,Ligue 1,2011/2012,46.0,,105.2,57.7,1.1,1.7,2.1,2.4,2.0,1.1,91.8,0.1,3.8,1.9
Jamie Mccormick,21.0,Portugal,MF,Arsenal,Bundesliga,2021/2022,33.0,,39.1,24.3,1.2,1.0,1.9,3.4,1.2,1.9,85.4,0.2,2.3,2.2
Janet Valencia,31.0,Germany,GK,Real Madrid,Ligue 1,2021/2022,6.0,28.0,3.0,48.6,0.1,0.3,0.2,0.2,0.1,1.3,62.5,5.3,5.8,77.1
Michele Young,,Portugal,FW,Juventus,Ligue 1,2023/2024,41.0,26.0,84.7,132.5,4.9,2.6,2.0,1.1,0.1,0.9,79.2,0.1,3.2,1.6
Donald Smith,21.0,,MF,Manchester United,Bundesliga,2023/2024,16.0,28.0,53.1,43.8,1.5,1.9,3.0,,1.7,1.5,,,5.4,0.5
,23.0,Netherlands,DF,Liverpool,Ligue 1,2017/2018,10.0,24.0,48.7,48.1,,1.2,0.8,,2.0,3.8,78.8,0.1,,2.0
Robert Washington,33.0,Belgium,GK,Real Madrid,Bundesliga,2022/2023,,,53.3,135.0,,0.2,0.3,0.1,0.0,1.8,,,17.1,84.8
Christina Hayes,22.0,Netherlands,MF,Juventus,La Liga,2012/2013,29.0,25.0,2.1,85.5,2.2,1.8,3.3,2.1,1.7,2.6,88.3,0.1,4.6,3.4
Laura Wolfe,36.0,Italy,FW,Chelsea,La Liga,2013/2014,,4.0,,71.2,4.9,1.7,1.4,0.4,0.1,1.3,74.0,0.1,4.3,2.6
Kayla Harrison,17.0,Belgium,MF,Bayern Munich,Serie A,2021/2022,10.0,,92.9,,,2.0,1.9,2.9,1.1,,85.8,0.0,7.0,0.8
,30.0,,,Arsenal,Serie A,2018/2019,40.0,12.0,50.7,136.1,0.6,1.4,0.4,2.6,3.0,6.2,76.7,0.3,11.3,3.8
Vanessa Lane,27.0,Italy,FW,Inter Milan,Ligue 1,2012/2013,15.0,10.0,117.3,3.2,4.9,3.2,2.7,0.7,0.2,0.7,79.9,0.0,3.1,2.7
John Hutchinson,34.0,,MF,Barcelona,Bundesliga,2014/2015,46.0,10.0,79.0,143.6,1.0,1.2,1.9,1.9,2.3,1.3,84.4,0.1,5.6,1.8
Jacob Cooper,17.0,Belgium,DF,Bayern Munich,,2024/2025,8.0,,6.5,,0.1,1.0,,4.4,4.3,,85.8,0.0,12.0,5.4
Linda Hernandez,35.0,Belgium,MF,Manchester United,,2017/2018,45.0,16.0,76.0,75.5,,2.2,3.0,,1.7,2.1,88.3,0.2,5.7,3.7
Mary Jackson,27.0,Italy,FW,PSG,La Liga,2011/2012,7.0,1.0,9.5,135.4,,3.4,1.7,0.7,0.4,0.4,82.4,0.0,0.0,2.3
Paula Gutierrez,24.0,France,GK,Chelsea,Ligue 1,2015/2016,,,54.9,140.7,0.0,0.2,0.3,0.1,0.1,0.5,65.3,2.8,14.4,74.7
Nicole Thompson,27.0,France,DF,Real Madrid,La Liga,2020/2021,46.0,29.0,97.5,142.1,0.9,0.8,0.9,4.2,3.8,3.2,,,9.6,2.7
Norma Tucker,21.0,Netherlands,GK,PSG,Ligue 1,2012/2013,28.0,23.0,,34.7,0.1,0.3,0.0,0.1,0.0,1.8,64.5,3.7,14.5,70.2
Rachel Hudson,25.0,Netherlands,DF,,Ligue 1,2020/2021,,20.0,21.0,,0.6,1.1,0.5,2.8,3.7,4.9,81.6,0.1,12.2,4.4
,22.0,France,FW,Manchester United,Bundesliga,2019/2020,5.0,19.0,63.2,131.4,3.1,2.5,1.3,1.0,0.6,,84.9,,2.8,0.6
Justin Thomas,30.0,Belgium,FW,Inter Milan,Serie A,2022/2023,21.0,,48.0,81.8,2.6,3.5,1.5,1.1,0.4,0.8,73.5,0.0,0.6,1.9
,20.0,France,FW,,Serie A,2022/2023,9.0,17.0,51.1,115.5,3.3,,2.8,,0.4,1.0,82.0,0.1,3.4,2.6
John Lewis,22.0,Netherlands,GK,,Ligue 1,2021/2022,21.0,2.0,,87.1,0.0,0.2,0.0,0.2,0.1,,71.6,4.9,16.9,89.5
Austin Jackson,24.0,Belgium,GK,Bayern Munich,Bundesliga,2014/2015,22.0,4.0,67.8,0.3,0.2,0.3,0.3,0.0,0.1,1.8,75.3,3.8,9.3,77.4
Jose Soto,24.0,Belgium,,Barcelona,Premier League,2014/2015,43.0,7.0,110.0,51.6,3.8,2.9,2.5,0.8,0.3,0.4,78.3,0.1,1.9,0.1
Ruth Hensley,,France,DF,Real Madrid,La Liga,2021/2022,40.0,10.0,21.5,58.2,0.3,1.1,0.5,2.8,4.5,4.1,87.9,0.1,4.5,0.2
Allen Bishop,25.0,Spain,DF,Arsenal,Serie A,2019/2020,26.0,0.0,88.3,123.4,0.8,0.9,0.9,4.0,2.8,4.4,,0.2,11.3,5.8
Kendra Valdez,26.0,England,FW,PSG,Serie A,2018/2019,47.0,18.0,73.0,47.8,4.6,2.4,1.8,0.7,0.1,1.0,76.0,0.0,1.6,0.0
Christopher Davidson,26.0,Brazil,MF,Manchester United,Premier League,2023/2024,26.0,10.0,37.2,57.1,1.8,1.5,2.5,2.3,2.1,1.9,91.6,0.1,5.0,0.7
Craig Hall,36.0,Italy,GK,Liverpool,,2020/2021,10.0,10.0,61.9,,,0.3,0.1,0.2,0.0,1.0,69.0,4.5,13.5,
James Tucker,33.0,Italy,FW,Manchester United,Bundesliga,2012/2013,21.0,19.0,79.8,126.0,4.0,,2.4,1.1,0.3,0.3,70.9,0.1,1.7,1.5
Richard Curtis,25.0,Italy,MF,Chelsea,Premier League,2017/2018,15.0,7.0,71.8,95.6,1.6,1.1,2.6,2.7,1.3,,87.7,0.1,0.2,2.7
,21.0,Brazil,FW,Liverpool,Bundesliga,2019/2020,41.0,4.0,49.1,38.5,3.6,2.7,1.6,0.6,0.9,0.8,71.6,0.0,4.6,0.7
Mr. Justin Fuller,24.0,Germany,DF,Arsenal,Ligue 1,2020/2021,35.0,19.0,82.8,131.3,0.4,1.3,0.6,3.0,2.3,6.9,80.2,0.1,11.5,
Sabrina Mitchell,19.0,Argentina,MF,Bayern Munich,La Liga,2017/2018,22.0,16.0,108.1,75.7,1.8,2.3,3.5,2.1,1.8,2.7,88.9,0.0,2.8,4.7
Brian Webb,21.0,Germany,DF,Chelsea,Premier League,2019/2020,43.0,28.0,91.9,122.7,0.4,1.3,,3.4,4.3,6.2,78.5,0.0,,1.7
Kyle Nunez,,Belgium,GK,Inter Milan,Ligue 1,2017/2018,22.0,29.0,48.2,94.7,0.2,0.1,0.1,,0.0,1.4,78.4,5.5,7.6,76.8
Taylor Smith,31.0,Belgium,GK,Juventus,Serie A,2023/2024,2.0,9.0,99.8,,0.0,0.2,0.1,0.2,,0.7,65.9,4.7,15.7,87.3
Jose Russell II,33.0,France,MF,Manchester United,La Liga,2020/2021,,7.0,20.7,,1.5,2.2,2.1,2.3,1.1,2.2,89.1,,0.7,2.6
Amber Wiggins,,Argentina,GK,Juventus,Bundesliga,2016/2017,,9.0,95.5,1.9,0.0,0.0,0.2,0.1,0.0,,66.5,4.9,16.5,84.1
,22.0,Belgium,DF,Manchester United,Ligue 1,2011/2012,43.0,14.0,7.0,6.0,0.4,0.8,0.5,2.8,2.4,5.1,77.2,0.2,4.7,3.3
Robert Gonzalez,31.0,,FW,Manchester United,Premier League,2019/2020,10.0,29.0,84.2,97.3,3.8,2.3,2.7,0.3,0.1,0.4,75.2,0.1,5.0,2.7
Kelly Hayes,35.0,Argentina,FW,Liverpool,Premier League,2010/2011,17.0,26.0,83.4,33.8,4.3,3.1,,0.5,0.4,1.2,80.5,0.1,2.1,1.4
Laura Lang,18.0,Brazil,GK,Inter Milan,Serie A,2015/2016,2.0,2.0,4.4,39.3,0.1,0.3,0.1,0.3,0.0,1.4,77.7,5.0,15.4,76.0
Dawn Schroeder,,England,DF,Liverpool,Serie A,2020/2021,14.0,17.0,28.0,122.1,0.3,0.3,0.9,3.8,2.4,4.5,82.4,0.2,8.0,7.0
John Kelly,,Belgium,GK,PSG,Serie A,,28.0,1.0,30.7,148.8,0.1,0.1,0.0,0.0,0.1,0.6,72.8,5.5,5.9,
Jake Roth,20.0,France,DF,Arsenal,Serie A,2018/2019,25.0,21.0,41.1,100.3,0.3,1.3,0.5,3.6,2.3,4.1,85.4,0.2,14.3,6.5
Alfred Edwards,23.0,Portugal,DF,,Ligue 1,2021/2022,28.0,8.0,9.3,60.6,0.5,0.7,0.3,3.0,2.7,4.7,80.3,0.1,12.4,5.9
Sean Maddox,30.0,Belgium,DF,PSG,Ligue 1,2011/2012,13.0,8.0,58.7,46.3,0.8,1.0,0.3,4.4,2.3,7.0,82.0,0.2,,4.2
Scott Allen,34.0,Argentina,,Juventus,,2013/2014,3.0,17.0,84.6,93.3,2.1,3.9,1.1,0.5,0.1,1.2,74.4,0.0,0.4,0.1
William Ryan,28.0,,GK,Liverpool,La Liga,2017/2018,12.0,3.0,34.8,138.3,0.2,0.0,0.1,0.2,0.2,1.1,76.2,4.3,12.3,77.3
Hannah Grant,35.0,,DF,Liverpool,Serie A,2010/2011,19.0,19.0,45.6,10.2,1.0,1.3,0.6,4.8,4.0,3.7,77.5,0.3,11.1,2.6
Brian Simpson,17.0,Brazil,GK,Liverpool,Bundesliga,2020/2021,35.0,27.0,119.1,64.7,,0.0,0.2,0.1,0.1,0.5,64.5,3.9,8.5,72.1
Jillian Miller,35.0,Belgium,FW,Real Madrid,Serie A,2016/2017,7.0,4.0,85.3,55.4,4.5,2.9,2.3,1.1,0.9,1.4,83.9,0.1,2.9,0.5
Michael Lopez,22.0,Belgium,DF,Inter Milan,Serie A,2016/2017,1.0,27.0,46.6,80.7,0.2,1.4,0.9,4.8,2.4,,80.7,0.2,7.8,7.9
Brenda Duran,18.0,Portugal,MF,,Premier League,2018/2019,29.0,2.0,106.4,,1.4,1.5,2.7,,2.1,1.0,85.5,0.1,4.1,1.9
Caroline Richard,34.0,Portugal,DF,Inter Milan,Bundesliga,,23.0,19.0,10.9,95.2,0.3,0.4,0.9,2.6,2.3,5.3,81.1,0.1,12.3,4.3
Aaron Burnett,32.0,Argentina,FW,Manchester United,Bundesliga,2014/2015,8.0,18.0,17.4,122.9,4.6,1.6,3.0,0.6,0.3,1.1,75.0,0.0,0.6,2.0
Stephanie Mitchell,22.0,Germany,GK,,Bundesliga,2022/2023,28.0,7.0,0.7,,0.1,0.0,0.2,0.2,0.2,0.9,79.8,5.1,15.2,78.9
Victoria Grant,30.0,Italy,GK,Manchester United,Ligue 1,2024/2025,19.0,17.0,118.9,108.5,0.0,0.2,0.5,0.1,0.1,1.4,69.9,2.6,14.3,82.3
,19.0,Argentina,,PSG,Serie A,,44.0,20.0,45.4,47.7,2.9,2.3,2.0,0.8,0.2,0.4,83.8,0.1,4.9,3.0
Mr. Andrew Myers DDS,28.0,Germany,DF,Chelsea,,2010/2011,13.0,,101.1,50.7,0.3,1.4,0.5,4.5,2.3,6.4,79.4,0.3,12.5,3.1
Timothy Meyer,32.0,Brazil,DF,Real Madrid,La Liga,2017/2018,15.0,12.0,79.9,118.2,0.2,1.0,0.8,4.3,3.1,5.0,84.4,0.1,4.8,8.5
Misty West,23.0,Brazil,GK,PSG,,2016/2017,,20.0,50.4,65.3,0.2,0.2,0.1,0.1,0.0,1.5,69.9,3.7,11.6,86.1
Jaime Barr,34.0,Netherlands,DF,Liverpool,Premier League,2021/2022,40.0,20.0,3.6,49.8,1.0,0.9,1.0,3.6,3.6,3.1,,0.2,,9.1
Thomas Munoz,34.0,Spain,FW,,Bundesliga,2014/2015,46.0,0.0,12.9,87.5,3.0,2.4,1.8,0.6,0.2,0.3,81.1,0.1,4.8,1.3
Lisa Ryan,18.0,France,FW,Juventus,La Liga,2015/2016,1.0,19.0,56.8,39.5,4.2,2.6,1.8,0.3,0.2,1.0,79.9,0.0,2.5,1.4
,23.0,France,FW,Inter Milan,La Liga,2013/2014,27.0,13.0,20.1,48.7,4.0,2.2,2.8,0.6,,0.2,77.1,0.0,0.6,
Justin Davis,19.0,Portugal,GK,Real Madrid,La Liga,2014/2015,48.0,,108.0,15.5,0.2,0.2,0.2,0.1,0.1,0.7,64.3,5.1,18.7,87.5
Dr. Dustin Berger,24.0,,GK,Chelsea,Ligue 1,2019/2020,24.0,25.0,62.0,83.8,0.1,0.0,0.3,0.2,0.2,1.7,76.8,3.3,7.7,
Amanda Bailey,32.0,Netherlands,DF,Bayern Munich,Serie A,2017/2018,,0.0,20.1,121.5,0.4,1.4,0.9,4.7,3.6,5.9,86.4,0.1,7.6,7.2
Annette Miller,27.0,Netherlands,GK,Inter Milan,Ligue 1,2019/2020,46.0,20.0,,24.2,,0.1,0.3,,0.2,1.7,71.1,4.2,19.9,77.5
Noah Perkins,32.0,France,FW,Juventus,La Liga,2016/2017,40.0,5.0,32.9,,4.5,3.9,1.4,0.7,0.9,0.9,74.7,0.0,,1.2
Beth Hall,27.0,,GK,Barcelona,Premier League,2023/2024,45.0,5.0,114.3,124.7,0.0,,0.1,0.2,0.0,,65.2,5.3,,70.7
Wendy Gordon,24.0,Netherlands,MF,Bayern Munich,Serie A,2010/2011,1.0,,54.4,139.0,2.1,2.3,1.9,1.9,1.9,1.2,85.5,0.2,8.9,0.2
Jacob Davis,33.0,Spain,MF,Inter Milan,Serie A,,36.0,,9.8,74.4,1.0,2.0,2.7,,1.4,1.8,89.1,0.2,9.6,3.6
Alexander Dean,27.0,,,Barcelona,Ligue 1,2017/2018,37.0,16.0,38.3,42.4,1.7,2.0,3.0,1.5,1.9,1.6,87.3,0.0,7.9,3.1
Travis Woods,29.0,Spain,MF,Juventus,La Liga,2016/2017,19.0,12.0,17.0,44.4,1.3,2.5,3.2,2.5,1.2,1.8,80.5,,,1.4
,22.0,Germany,DF,Juventus,Ligue 1,2012/2013,40.0,12.0,78.5,,0.7,1.4,0.3,4.7,4.3,,79.9,0.2,9.0,
Vanessa Campbell,26.0,Belgium,DF,Juventus,Premier League,2014/2015,12.0,,41.9,23.6,0.6,,0.6,3.9,4.0,,81.8,0.1,,9.4
Justin Williams,31.0,Brazil,GK,PSG,Bundesliga,2024/2025,5.0,21.0,29.3,71.0,0.0,0.3,0.2,0.3,,,79.4,4.8,7.7,82.9
Jeremy Griffith,21.0,Germany,,Manchester United,Serie A,2011/2012,13.0,7.0,54.4,114.7,1.6,,1.9,2.4,1.2,1.7,84.4,0.1,2.7,4.9
,29.0,,,PSG,Ligue 1,2021/2022,26.0,0.0,90.0,,0.6,2.3,2.2,2.8,1.1,1.2,85.9,0.2,8.0,4.3
Austin Fischer,26.0,Italy,MF,Juventus,Ligue 1,2014/2015,32.0,1.0,42.3,,1.5,3.0,,3.4,1.3,1.8,91.7,0.0,3.0,1.5
Sarah Green,17.0,Belgium,FW,PSG,Bundesliga,2021/2022,15.0,,52.9,17.6,,1.5,1.9,0.6,0.9,0.0,75.1,0.1,2.3,0.7
Sherry Lopez,28.0,France,DF,Barcelona,Ligue 1,2016/2017,41.0,24.0,28.6,78.1,0.8,0.9,0.4,,4.3,4.1,75.6,0.3,15.0,
Tasha Robertson,28.0,Belgium,GK,Arsenal,Serie A,2015/2016,46.0,13.0,4.4,33.1,,0.1,0.0,0.0,0.0,0.8,69.5,5.0,5.7,73.4
Matthew Freeman,33.0,Italy,FW,,Ligue 1,2016/2017,12.0,24.0,110.6,,3.0,,2.0,0.4,0.7,1.2,74.9,0.0,2.9,
Regina Logan,25.0,Brazil,DF,Manchester United,Bundesliga,2011/2012,30.0,11.0,80.5,22.1,1.0,,0.3,2.9,4.2,4.9,87.0,0.3,5.6,3.4
Andrew Bell,28.0,France,DF,,Premier League,2024/2025,,11.0,3.2,30.7,0.5,,0.5,,2.4,5.8,,,,1.8
Patricia Bender,,Spain,,Arsenal,Premier League,2010/2011,36.0,24.0,61.8,60.3,3.0,3.3,3.0,0.6,0.6,0.7,79.0,0.0,0.8,1.0
Douglas Gross,34.0,Netherlands,GK,Bayern Munich,Serie A,,19.0,1.0,73.0,112.2,0.2,0.2,0.0,0.1,0.1,1.2,73.9,,10.3,85.4
,35.0,Brazil,DF,Real Madrid,Ligue 1,2020/2021,,4.0,,30.3,0.3,0.7,0.8,3.5,3.7,4.7,,0.0,5.8,0.2
Tammy Fox,20.0,Portugal,DF,Liverpool,Ligue 1,2022/2023,10.0,27.0,14.5,138.6,0.2,1.0,1.0,,2.2,6.3,76.7,0.1,13.7,4.1
Robert Powers,20.0,Netherlands,,Chelsea,Ligue 1,,48.0,,,128.9,1.7,2.4,2.9,3.5,1.5,1.5,81.0,0.2,7.4,
Brian Dawson,33.0,Brazil,DF,PSG,Serie A,2017/2018,17.0,23.0,87.4,41.1,0.5,1.2,0.9,3.7,3.9,4.0,85.8,0.1,7.2,9.5
David Price,21.0,,,Manchester United,Premier League,2011/2012,30.0,29.0,,143.7,4.3,,1.6,,0.4,,82.6,0.1,3.5,
Tom Davis,,France,DF,Chelsea,Bundesliga,2017/2018,42.0,22.0,116.1,37.7,0.3,0.4,0.8,4.9,2.4,6.2,80.8,,3.1,6.5
,21.0,,FW,Juventus,Serie A,2012/2013,33.0,8.0,,,4.5,3.4,2.7,0.7,0.5,0.5,82.2,0.1,2.5,2.5
Kristen Ramirez,18.0,Italy,DF,Liverpool,Ligue 1,,28.0,29.0,111.5,30.1,0.2,1.4,0.4,4.0,4.4,4.3,77.7,0.2,7.6,3.5
,19.0,England,FW,PSG,Bundesliga,2015/2016,34.0,20.0,9.0,69.1,3.4,2.1,1.5,1.2,0.9,0.3,84.0,0.0,2.0,0.7
Lauren Day,29.0,Italy,GK,Real Madrid,Premier League,2023/2024,15.0,6.0,90.7,119.4,0.1,0.1,0.3,0.2,0.1,1.1,69.6,5.3,6.4,77.7
Justin Roberts,27.0,,GK,Manchester United,Serie A,2010/2011,1.0,14.0,115.2,,0.2,0.2,0.3,0.3,0.2,1.6,71.1,4.2,5.2,70.8
Brian Horton,31.0,Argentina,,Liverpool,Serie A,2013/2014,8.0,7.0,109.3,118.5,0.6,0.4,0.9,2.5,2.2,4.7,86.9,0.0,3.3,4.1
Sarah Booth,22.0,Netherlands,GK,Inter Milan,Ligue 1,,48.0,25.0,77.6,85.1,0.1,0.1,0.2,0.2,0.0,0.6,72.2,,14.4,78.9
,32.0,France,MF,Real Madrid,,2023/2024,47.0,26.0,95.4,22.9,1.8,3.0,3.1,1.6,2.4,1.5,82.7,0.1,9.9,2.2
Ana Tanner,32.0,Brazil,FW,Liverpool,Bundesliga,2020/2021,1.0,,81.8,130.2,3.1,3.2,2.9,0.3,0.3,1.3,78.4,0.1,4.0,0.9
Mrs. Carolyn Greene DDS,26.0,England,FW,Real Madrid,La Liga,2023/2024,19.0,21.0,14.7,114.1,,,2.2,1.2,0.7,1.3,81.4,0.0,,
Daniel Martinez,30.0,France,MF,Real Madrid,Premier League,2017/2018,30.0,29.0,96.6,75.5,1.3,2.2,2.1,1.6,1.1,1.6,91.1,0.1,3.6,2.2
Jaime Johnson,18.0,Portugal,DF,Arsenal,Premier League,2017/2018,29.0,10.0,65.4,,0.3,1.1,1.0,4.6,2.1,5.3,78.0,0.2,4.5,4.7
Barbara Schmidt,21.0,Argentina,DF,Chelsea,,2013/2014,7.0,9.0,81.9,85.7,0.8,,0.7,,4.3,5.3,76.2,0.1,9.3,
Justin Barber,,Portugal,DF,Chelsea,La Liga,,2.0,13.0,6.7,80.7,0.7,0.9,0.4,3.6,2.5,5.5,85.3,0.2,7.7,2.2
Regina Cruz,35.0,Argentina,MF,Bayern Munich,Premier League,2014/2015,26.0,28.0,86.6,135.5,1.2,2.2,2.8,1.8,2.0,1.6,82.2,0.1,,0.5
Steven Olson,31.0,Spain,GK,Bayern Munich,Bundesliga,2017/2018,1.0,20.0,50.2,62.5,0.1,0.2,0.4,0.0,0.1,0.5,77.4,,10.5,82.0
Anne Singh,22.0,England,DF,Chelsea,Premier League,2021/2022,,2.0,74.3,6.3,0.7,0.6,0.2,3.8,3.5,4.8,79.7,0.1,5.3,6.5
